Date,Max Temp,Min Temp,Observed Temp,"Rain Melted, snow, etc","Snow, ice pellets, hail","Snow ice pellets, hail, ice on ground",RAIN GAUGE,Wind Direction,Wind Speed MPH,Sky Cover,Cloud Type,Notes
7/17/87,88,54,66,0,,,,257,4.57,0,,
7/16/87,76,49,54,0,,,,201,2.55,0,,
7/15/87,68,46,49,0,,,,141,2.46,0,,
7/14/87,59,54,54,0,,,,341,5.59,6,Cu,
7/13/87,69,69,69,0,,,,330,5.09,8,Cu,
7/12/87,90,68,72,0.21,,,,239,3.22,1,Cu,
7/11/87,91,66,72,0.01,,,,259,2.9,0,,
7/10/87,87,66,66,0,,,,263,3.07,7,Cu,
7/9/87,81,68,71,1.55,,,,179,3.03,6,Ci,
7/8/87,85,65,68,0,,,,279,2.41,9,,
7/7/87,82,64,65,T,,,,142,2.18,8,Sc,
7/6/87,75,58,65,0,,,,132,2.17,8,St,
7/5/87,80,57,61,0,,,,140,3.22,0,,
7/4/87,73,57,59,0,,,,342,3.17,8,Sc,
7/3/87,70,59,65,0,,,,309,4.68,7,Cu,
7/2/87,79,54,59,0.02,,,,178,2.98,1,Cs,
7/1/87,74,52,56,0,,,,73,2.3,0,,
6/30/87,69,52,59,0,,,,323,3.91,0,,
6/29/87,71,62,63,0.33,,,,292,3.89,8,Ns,
6/28/87,74,49,64,0,,,,271,3.94,4,Cs,
6/27/87,64,54,54,0.35,,,,316,4.29,8,Ns,
6/26/87,72,56,62,0.01,,,,287,4.31,1,Ci,
6/25/87,71,64,67,1.12,,,,303,2.77,3,St,
6/24/87,88,61,65,0,,,,277,3.36,0,,
6/23/87,85,59,62,0,,,,10,2.43,0,,
6/22/87,79,64,65,0,,,,27,2.11,8,Ns,
6/21/87,77,57,65,0,,,,125,3.51,8,St,
6/20/87,78,63,64,0,,,,119,4.49,7,Sc,
6/19/87,81,66,71,0,,,,55,2.22,0,,
6/18/87,89,61,66,0,,,,260,3.26,6,Sc,
6/17/87,83,56,61,0,,,,136,3.79,0,,
6/16/87,84,56,61,0,,,,319,3.3,0,,
6/15/87,82,60,61,0,,,,337,3.49,0,,
6/14/87,85,59,76,0,,,,309,3.93,0,,
6/13/87,77,60,66,0,,,,73,1.9,3,Cu,
6/12/87,76,54,65,0.05,,,,303,4.09,9,,
6/11/87,68,49,54,0.25,,,,237,3.8,8,Ns,rain
6/10/87,71,44,49,0,,,,338,2.55,0,,
6/9/87,62,48,50,0.1,,,,350,5.14,2,Cu,
6/8/87,61,59,61,0.24,,,,318,5.52,8,Ns,
6/7/87,77,59,63,0.27,,,,265,3.96,,,
6/6/87,70,49,54,0.06,,,,149,2.53,,,
6/5/87,65,54,54,0,,,,4,3.49,,,
6/4/87,63,46,50,0,,,,293,4.54,,,
6/3/87,72,60,60,0,,,,300,5.65,4,Cu,
6/2/87,78,64,67,0.17,,,,283,3.6,4,Cu,
6/1/87,80,61,64,0,,,,259,333,6,As,
5/31/87,83,64,74,0,,,,270,4.03,1,Cu,
5/30/87,82,65,73,0,,,,272,4.64,0,,
5/29/87,85,64,70,0,,,,264,3.91,4,Ci,
5/28/87,87,63,66,0.02,,,,256,2.63,6,Cu,
5/27/87,84,56,66,1.26,,,,258,3.23,,,
5/26/87,72,51,53,0.89,,,,134,3.82,8,Ns,rain
5/25/87,63,44,54,0,,,,115,3.69,2,Cs,
5/24/87,61,42,52,0,,,,14,3.1,4,Ci,
5/23/87,52,43,43,0.03,,,,26,3.05,8,Ns,
5/22/87,69,58,64,0.15,,,,247,4,8,Ns,rain
5/21/87,83,50,58,0.06,,,,150,2.92,8,Ns,
5/20/87,63,44,50,0,,,,105,2.18,9,,
5/19/87,54,41,44,0.03,,,,129,5.69,8,Ns,raining
5/18/87,47,47,47,0.23,,,,115,5.54,8,Sc,
5/17/87,73,51,54,0,,,,66,3.29,8,Ns,
5/16/87,73,44,56,0.01,,,,260,5.33,8,Sc,
5/15/87,65,44,44,0,,,,3,3.79,0,,
5/14/87,69,48,59,0.15,,,,310,5.29,8,Ns,
5/13/87,75,41,48,0,,,,188,3.72,0,,
5/12/87,61,39,41,0,,,,39,4.23,2,Ci,
5/11/87,76,50,57,0,,,,307,7.63,8,Cs,
5/10/87,68,50,50,0,,,,109,5.54,2,Cu,
5/9/87,78,47,62,0,,,,269,9.68,0,,
5/8/87,65,38,47,0,,,,295,5.12,1,Cu,
5/7/87,62,42,45,0,,,,338,4.79,1,Sc,
5/6/87,68,38,45,0,,,,303,6.02,0,,
5/5/87,66,36,43,0,,,,349,3.65,4,Sc,
5/4/87,59,34,41,0,,,,96,3.45,0,,
5/3/87,55,35,48,0,,,,94,4.91,0,,
5/2/87,55,32,37,0,,,,68,4.09,0,,
5/1/87,61,32,38,0,,,,296,4.49,2,St,
4/30/87,51,36,37,0,,,,340,7.68,0,,
4/29/87,55,40,49,0,,,,327,9.79,2,Cu,
4/28/87,54,40,40,0,,,,330,7.97,6,Cu,
4/27/87,57,44,47,0.21,,,,314,7.82,8,St,
4/26/87,65,39,52,0,,,,176,3.61,0,,
4/25/87,56,34,39,0,,,,127,3.48,7,St,
4/24/87,55,39,42,0,,,,81,4.34,0,,
4/23/87,57,38,42,0.02,,,,3,4.31,8,Ns,
4/22/87,48,38,38,0.25,,,,115,7.55,8,St,
4/21/87,48,45,45,0,,,,11,6.57,8,Sc,
4/20/87,87,50,53,0,,,,214,4.41,2,Cu,thunder at 2300 hrs
4/19/87,82,48,50,0,,,,139,4.43,0,,
4/18/87,76,49,55,0,,,,229,3.43,0,,
4/17/87,68,46,49,0,,,,193,3.11,8,Cu,
4/16/87,61,44,46,T,,,,136,3.99,9,,
4/15/87,48,44,44,0.04,,,,110,5.82,8,Ns,rain
4/14/87,49,37,44,0.13,,,,103,5.5,8,St,
4/13/87,65,36,37,0,,,,106,4.19,0,,
4/12/87,58,40,46,0,,,,68,4.33,4,Sc,
4/11/87,67,37,42,0,,,,118,4.99,6,Ci,
4/10/87,74,29,38,0,,,,127,3.85,0,,
4/9/87,68,29,29,0,,0,,277,3.34,0,,
4/8/87,52,28,29,0,,0,,18,2.66,0,,
4/7/87,51,36,40,0,,0,,23,5.75,3,Ci,
4/6/87,56,36,36,0,,2,,16,5.98,0,,Ice Out! - SFBay
4/5/87,52,27,39,0,,3.5,,41,7.88,4,Ci,
4/4/87,42,20,28,0,,6,,30,5.23,1,Ci,
4/3/87,37,22,,0,3,7.5,,14,3.96,,,
4/2/87,33,23,,0.4,5,5,,22,7.57,,,
4/1/87,34,22,23,0.54,,0,,131,5.88,,,
3/31/87,29,21,22,0,,1,,341,6.84,,,
3/30/87,31,28,28,0,,1,,332,8.08,,,
3/29/87,37,34,34,0.38,2,2,,9,4,,,
3/28/87,44,32,34,0.01,,0,,349,3.74,,,
3/27/87,47,35,37,0.04,,0,,141,2.07,9,,
3/26/87,45,39,40,0.1,,0,,319,3.86,8,Ns,rain
3/25/87,58,38,43,0.09,,0,,78,4.9,8,Sc,
3/24/87,64,33,38,0,,0,,124,6.23,0,,
3/23/87,64,27,34,0,,2,,152,5.21,6,Ci,
3/22/87,55,27,27,0,,4,,111,2.79,0,,
3/21/87,47,24,37,0,,5,,107,4.01,0,,
3/20/87,48,23,24,0,,6,,20,3.99,0,,
3/19/87,47,29,31,0,,7,,98,4.86,0,,
3/18/87,44,15,30,0,,8,,114,7.02,0,,
3/17/87,40,14,15,0,,8.5,,73,2.11,0,,
3/16/87,36,21,23,0,,8.5,,109,5.06,0,,
3/15/87,36,17,23,0,,8.5,,105,5.63,0,,
3/14/87,33,11,21,0,,8.5,,96,2.83,0,,
3/13/87,34,11,11,0,,8.5,,88,3.67,0,,"15-16"" of ice on lake"
3/12/87,34,13,15,T,,8.5,,333,4.71,0,,
3/11/87,30,9,14,0,,8.5,,182,3.08,8,Sc,
3/10/87,23,7,9,0,,8.5,,103,4.05,1,Cu,
3/9/87,17,7,7,0,,8.5,,46,7.37,0,,
3/8/87,44,31,32,0,,10.5,,49,4.25,3,Cs,
3/7/87,56,36,48,0,,13.5,,271,7.71,0,,
3/6/87,49,28,36,0,,14.5,,250,5.01,8,Sc,
3/5/87,43,6,28,0,,16,,180,4.22,4,Cu,
3/4/87,32,3,6,0,,16,,150,3.16,7,Sc,
3/3/87,23,17,17,T,0.25,16.5,,356,7.36,8,Sc,
3/2/87,28,24,24,0.13,1.75,16.5,,313,9.23,8,Ns,
3/1/87,34,29,33,0.37,1.75,15.5,,99,8.05,8,St,mixture of rain and snow today
2/28/87,37,20,30,0,,14.5,,110,8.93,8,Ns,
2/27/87,43,9,19,0,,14.5,,131,5.38,0,,
2/26/87,42,9,12,0,,14.5,,132,3.64,0,,
2/25/87,36,7,9,0,,15,,62,1.98,0,,
2/24/87,32,7,7,0,,15,,0,3.42,0,,
2/23/87,36,24,25,0.06,0.5,15,,12,3.54,0,,
2/22/87,37,26,30,0.11,,14.5,,146,3.46,8,Ns,
2/21/87,42,16,26,0,,15,,208,3.28,8,Sc,
2/20/87,40,9,14,0,,15,,230,3.42,5,Sc,
2/19/87,37,-4,14,0,,16,,153,2.27,4,Cu,
2/18/87,31,-4,-4,0,,16,,97,3.24,0,,
2/17/87,29,2,19,0,,17,,104,4.95,8,Sc,
2/16/87,19,-13,2,0,,18,,102,3.92,8,Sc,
2/15/87,8,-22,-13,0,,19,,28,3.96,0,,
2/14/87,12,6,11,0.02,4.5,20.5,,80,4.4,7,Cs,
2/13/87,18,7,7,0.02,,15.5,,99,5.42,4,Cu,
2/12/87,34,14,30,0.1,1.25,16,,342,6.72,8,Ns,
2/11/87,36,9,14,0,,15,,148,2.86,4,St,
2/10/87,33,9,28,0,,15,,344,4.05,8,St,
2/9/87,31,0,9,0,,15.5,,266,6.47,4,Cs,
2/8/87,14,14,14,0.12,5.5,16.5,,7,10.37,8,Ns,
2/7/87,39,33,33,0,,14,,258,4.96,6,Cu,
2/6/87,39,10,29,0,,16,,281,5.89,8,Sc,
2/5/87,37,2,10,0.03,,17,,264,5.54,1,Cu,
2/4/87,26,20,24,0.03,1,17.5,,322,5.78,3,Cu,
2/3/87,32,30,31,0,4.25,17.5,,334,5.58,8,Sc,
2/2/87,36,31,32,0.34,,13,,303,3.42,8,St,
2/1/87,37,23,31,0,,14,,221,4.41,8,Sc,
1/31/87,31,21,25,0.04,1.5,15,,333,5.36,8,Sc,
1/30/87,28,15,22,0.42,4.5,14,,30,5.77,8,Ns,
1/29/87,27,7,15,0.15,0.25,9,,128,6.74,6,St,
1/28/87,28,21,25,0.02,1,9.5,,322,4.82,7,Sc,
1/27/87,26,-9,21,0.02,0.5,9,,233,5.26,8,St,
1/26/87,22,-10,-9,T,T,8.5,,241,3.23,0,,
1/25/87,17,4,9,T,0.75,9,,330,3.21,6,Cu,
1/24/87,14,-2,5,0.03,1,9,,297,7.49,8,Sc,
1/23/87,5,-3,-2,0.06,0.25,8.25,,345,8.01,8,Sc,
1/22/87,25,18,24,0.06,0.75,8.5,,348,7.27,8,Ns,
1/21/87,27,18,18,0.05,3,9,,236,4.65,8,Sc,
1/20/87,27,12,21,0.07,T,5.5,,235,4.58,8,Sc,
1/19/87,24,10,12,0.01,,5.5,,68,2.59,8,Cu,
1/18/87,25,14,22,0.03,T,5.75,,284,3.99,8,Cu,
1/17/87,26,11,16,0.02,1,6,,207,3.58,8,Ns,snow
1/16/87,23,19,19,0,T,5,,303,4.66,6,Cu,
1/15/87,27,27,27,0,,5,,345,8.39,8,Sc,
1/14/87,41,23,28,0,,5,,314,3.99,9,,
1/13/87,42,22,23,0,,5,,183,2.91,2,Cs,frost
1/12/87,36,28,35,0,,5.5,,328,6.19,8,Sc,
1/11/87,35,22,28,0.04,T,5.75,,290,6.56,8,Ns,
1/10/87,32,30,30,0.1,1.75,5.75,,76,5.36,8,Ns,snow
1/9/87,34,29,31,0,,4,,184,4.39,8,Cu,
1/8/87,32,26,30,T,T,4,,278,4.94,8,Ns,
1/7/87,31,30,30,0.02,0.25,4,,349,7.23,8,Ns,
1/6/87,36,28,30,0,,4,,154,3.58,8,Ns,
1/5/87,38,28,29,0,,4.5,,228,3.86,8,Ns,
1/4/87,38,19,28,0,,4.5,,246,3.27,8,Cu,
1/3/87,33,19,19,0,,4.5,,312,2.69,3,Cu,
1/2/87,34,31,31,0.03,0.5,4.5,,50,3.25,8,Ns,
1/1/87,34,33,33,0.04,,4.5,,91,2.39,8,Ns,rain
12/31/86,36,31,32,0,,4.5,,227,4.08,8,Ns,
12/30/86,33,31,32,0.05,0.25,4.5,,11,3.45,8,Ns,
12/29/86,35,32,34,0.03,T,4.5,,190,2.52,8,Ns,
12/28/86,35,29,34,0,,4.5,,258,5.79,8,Ns,
12/27/86,35,28,34,0,,4.5,,240,3.53,8,,
12/26/86,33,32,32,0,,4.5,,336,3.51,8,,
12/25/86,34,30,33,0,,4.5,,299,4.06,8,,
12/24/86,36,28,33,0,,4.5,,136,5.06,8,,
12/23/86,38,31,31,0,,4.5,,273,4.28,0,,
12/22/86,38,19,33,0,,4.5,,260,9.03,7,Cu,
12/21/86,36,19,19,0,,4.5,,260,4.88,0,,
12/20/86,32,28,29,0,,4.5,,354,3.31,4,Cu,
12/19/86,37,32,32,0,,5,,295,4.6,8,Ns,
12/18/86,37,33,34,0.02,,6,,303,4.66,9,,
12/17/86,37,32,33,0,,7.5,,178,3.61,8,Ns,
12/16/86,37,29,32,0,,9.25,,214,2.42,8,Ns,
12/15/86,34,28,30,0,0.25,10.5,,237,3.38,8,Ns,
12/14/86,31,14,28,0.06,0.5,11,,272,6.07,8,Ns,
12/13/86,28,6,16,0.02,0.5,12,,269,4.8,6,Cu,
12/12/86,18,16,16,0.02,5,14,,343,6.67,8,Sc,
12/11/86,25,15,21,0.18,3,11,,250,6.51,8,Sc,
12/10/86,21,15,15,0.06,3.5,10,,292,6.83,8,Ns,snow
12/9/86,30,16,29,0.23,1.75,8,,116,4,8,Sc,
12/8/86,29,12,16,0.02,0.5,7,,118,7.63,8,Ns,
12/7/86,33,14,24,0.05,,8,,313,4.81,8,Sc,lake froze over last night
12/6/86,31,26,31,0.15,2.25,9,,314,6.2,8,Sc,
12/5/86,34,25,25,0,1.75,8,,274,5.79,8,Sc,
12/4/86,30,25,25,0.2,8.5,8.5,,293,7.21,8,Ns,snow
12/3/86,34,33,34,0.23,,0,,275,4.86,8,Ns,rain
12/2/86,35,29,34,0.04,0.25,0.25,,136,5.79,8,Sc,
12/1/86,36,24,29,0,,0,,125,10.01,1,Cu,
11/30/86,29,24,25,0.01,,0,,103,6.1,8,,
11/29/86,44,27,30,0,,0,,346,4.25,7,,
11/28/86,43,27,39,0,,0,,268,6.57,8,,
11/27/86,44,23,27,0,,0,,252,6,2,,
11/26/86,40,28,33,0,,1,,343,5.11,8,Ns,
11/25/86,45,29,29,0,T,1.5,,224,4.07,0,,
11/24/86,36,31,33,0.05,0.5,2,,279,5.6,8,Cs,
11/23/86,33,33,35,0.22,,2.5,,256,4.05,8,Cs,rain
11/22/86,43,31,36,0,,4,,222,4.22,8,Ns,
11/21/86,36,30,31,0,1,5,,217,2.4,8,Sc,
11/20/86,35,22,29,0.27,2,5,,136,4.14,8,Ns,
11/19/86,31,21,22,0,,3,,151,5.15,7,Cu,
11/18/86,25,23,23,0,,3,,28,4.92,8,Sc,
11/17/86,36,28,35,0.05,T,5,,314,5.6,8,As,
11/16/86,36,29,30,0.05,2.75,5,,227,3.2,8,Ns,
11/15/86,32,21,31,0.2,,3.5,,271,3.43,8,Ns,
11/14/86,34,16,16,0,0.5,5,,258,8.66,7,Cu,
11/13/86,21,16,17,T,4.75,6.5,,299,6.8,7,Cu,
11/12/86,25,21,22,0.33,1.5,4,,259,3.64,8,Ns,
11/11/86,25,22,22,0.13,4,4,,297,5.19,6,Cu,
11/10/86,33,25,28,0.06,1.25,1.25,,269,5.45,8,Cu,
11/9/86,29,28,28,0.09,T,T,,280,10.92,8,Ns,snow
11/8/86,62,41,52,0.04,,,,223,9.83,8,Ns,very windy during day
11/7/86,52,33,41,0,,,,174,3.53,8,Cu,
11/6/86,53,25,33,0,,,,239,3.1,2,Cu,
11/5/86,45,24,25,0,,,,237,2.68,0,,
11/4/86,35,31,31,0,,,,30,1.97,7,Cu,
11/3/86,41,29,38,0.06,,,,266,1,8,St,
11/2/86,39,31,32,0,,,,286,1.08,4,Cu,
11/1/86,43,41,42,0.21,,,,359,2.16,8,Ns,
10/31/86,59,30,41,0.06,,,,200,5.52,8,Sc,
10/30/86,42,34,34,0,,,,7,4.58,2,Cu,
10/29/86,49,38,48,0.01,,,,345,7.21,8,St,
10/28/86,64,38,38,0,,,,246,3.54,2,Ci,
10/27/86,53,32,47,0.03,,,,296,1.08,8,Ns,
10/26/86,52,33,48,0,,,,112,1.07,8,Ns,
10/25/86,53,32,32,0,,,,117,1.45,4,Ci,
10/24/86,52,36,36,0,,,,103,1.4,9,,
10/23/86,49,46,47,T,,,,25,1.49,2,Cu,
10/22/86,67,45,47,0,,,,267,2.7,0,,
10/21/86,63,39,46,0,,,,283,2.63,9,,
10/20/86,64,34,39,0,,,,261,3.31,3,Ci,
10/19/86,56,31,34,0,,,,265,2.82,8,Cu,
10/18/86,52,30,32,0,,,,200,1.61,9,,
10/17/86,45,39,40,0,,,,113,1.39,7,Sc,
10/16/86,47,38,40,0.04,,,,331,2.4,8,Ns,
10/15/86,42,37,38,0.04,,,,333,4.28,3,Cu,
10/14/86,43,43,43,0.49,,,,261,3,8,Ns,rain
10/13/86,47,46,46,0.03,,,,277,3.17,8,Ns,rain
10/12/86,61,39,55,0.89,,,,203,3.53,8,Ns,rain
10/11/86,61,30,39,0,,,,178,2.81,8,Ci,
10/10/86,51,30,30,0,,,,176,3.3,0,,first frost at weather station
10/9/86,45,34,34,0,,,,11,3.41,2,Cu,
10/8/86,55,45,55,0.35,,,,330,4.69,8,Ns,rain
10/7/86,66,34,46,0.06,,,,253,6.13,8,Cu,
10/6/86,46,40,40,T,,,,337,5.5,3,Cu,
10/5/86,49,36,46,0.35,,,,300,5.44,8,Sc,
10/4/86,46,41,42,0.16,,,,50,2.92,8,Ns,rain
10/3/86,58,47,56,0.34,,,,49,3.82,8,Ns,rain
10/2/86,67,47,47,0,,,,187,2.29,1,Cu,
10/1/86,65,47,47,0,,,,186,2.06,2,Cu,
9/30/86,62,54,54,0.02,,,,301,3.06,7,Sc,
9/29/86,71,57,63,0.29,,,,229,3.34,8,Ns,
9/28/86,74,53,57,T,,,,112,2.08,9,,
9/27/86,65,53,53,T,,,,125,4.38,8,Ns,
9/26/86,63,55,58,0.1,,,,126,2.81,9,,
9/25/86,65,51,55,0.03,,,,142,3.42,8,St,
9/24/86,72,51,51,0,,,,270,2.79,0,,dew
9/23/86,71,58,58,0,,,,285,2.61,9,,
9/22/86,69,52,58,0.82,,,,207,2.71,8,St,
9/21/86,62,50,51,0.02,,,,134,2.74,8,St,
9/20/86,56,50,52,0.11,,,,108,1.89,8,Ns,
9/19/86,57,48,49,0.13,,,,113,3.47,8,Ns,
9/18/86,60,40,54,0.01,,,,297,2.74,8,Ns,
9/17/86,65,39,40,0.06,,,,185,3.47,0,,
9/16/86,56,41,42,0,,,,47,2.58,0,,
9/15/86,49,37,44,0.4,,,,44,2.85,8,Ns,rain
9/14/86,54,39,42,0.01,,,,320,2.77,8,Cs,
9/13/86,53,51,51,0.1,,,,339,5.37,7,Cu,
9/12/86,62,52,52,0.21,,,,339,5.57,7,Cu,
9/11/86,65,55,60,0.64,,,,62,2.12,9,,
9/10/86,64,49,55,1.05,,,,162,2.75,8,Ns,
9/9/86,68,48,49,0,,,,257,3.46,7,Cc,
9/8/86,68,42,52,0,,,,269,5.63,3,Cu,
9/7/86,55,41,44,0,,,,321,4.47,1,Cu,
9/6/86,55,44,45,0.03,,,,340,4.06,8,Cu,
9/5/86,63,52,54,0.01,,,,304,4.65,7,Cu,
9/4/86,71,57,66,0.25,,,,265,5.05,8,Ns,
9/3/86,76,57,57,0.86,,,,181,3.03,8,St,
9/2/86,73,57,58,0,,,,107,2.91,,,
9/1/86,81,56,56,0,,,,268,3.21,,,
8/31/86,78,54,56,0,,,,242,3.02,,,
8/30/86,73,50,54,0,,,,265,3.6,,,
8/29/86,68,43,44,0,,,,268,4.15,,,
8/28/86,59,45,47,T,,,,319,4.65,3,Cu,
8/27/86,56,48,48,0,,,,359,6.5,7,Cu,
8/26/86,67,55,60,0.04,,,,329,3.16,8,Cs,
8/25/86,69,53,55,0.01,,,,199,2.36,8,Sc,
8/24/86,70,54,58,0,,,,340,3.69,0,,
8/23/86,65,54,63,0.08,,,,324,6.79,8,Ns,
8/22/86,72,52,54,0.01,,,,142,3.65,7,Cs,dew
8/21/86,71,53,62,0.11,,,,10,4.51,3,Cu,
8/20/86,78,51,53,0,,,,226,2.68,0,,dew
8/19/86,75,56,58,0,,,,86,2.47,0,,dew
8/18/86,74,55,58,0,,,,26,3.18,0,,
8/17/86,74,64,68,T,,,,348,3.04,8,Ns,
8/16/86,81,60,63,0,,,,268,2.5,9,,
8/15/86,77,59,66,0.02,,,,294,3.17,7,Sc,
8/14/86,68,49,53,0.05,,,,183,2.76,8,Sc,
8/13/86,76,50,53,0,,,,228,2.65,0,,
8/12/86,71,48,50,0,,,,238,2.65,1,Cu,dew
8/11/86,67,51,54,0.01,,,,307,4.39,7,Cu,
8/10/86,68,62,68,0.63,,,,294,4.39,8,Sc,
8/9/86,80,60,61,0,,,,289,3.34,0,,
8/8/86,72,63,65,0.27,,,,280,3.36,8,Ns,
8/7/86,76,62,63,0,,,,123,2.36,8,Cu,
8/6/86,74,63,64,0.56,,,,150,1.42,8,Cu,
8/5/86,75,60,64,0.03,,,,274,3.48,7,Cs,
8/4/86,78,57,60,T,,,,272,3.83,7,Cu,
8/3/86,69,52,54,0.05,,,,295,3.52,8,St,
8/2/86,69,56,58,0.01,,,,308,3.96,7,St,
8/1/86,75,63,64,0,,,,322,4.12,0,,
7/31/86,77,62,67,T,,,,310,2.16,8,Cu,
7/30/86,83,60,62,T,,,,344,2.24,0,,dew
7/29/86,78,63,63,0.1,,,,356,4.41,4,Ci,
7/28/86,71,65,67,0.31,,,,294,3.39,8,Ns,
7/27/86,81,62,65,0,,,,210,2.7,3,Cu,
7/26/86,76,60,61,T,,,,41,3.16,1,Cu,
7/25/86,71,68,68,0.16,,,,306,2.76,8,Ns,
7/24/86,89,64,73,0.14,,,,259,5.08,0,,
7/23/86,86,62,66,0,,,,262,2.31,0,,
7/22/86,81,58,62,T,,,,269,4.39,0,,
7/21/86,75,57,60,0,,,,133,2.55,0,,
7/20/86,74,65,67,0,,,,3,4.36,8,Sc,
7/19/86,83,69,71,0,,,,288,3.12,8,Ns,
7/18/86,86,69,75,T,,,,280,3.01,0,,
7/17/86,88,65,68,0.23,,,,200,2.97,8,Ns,
7/16/86,83,61,65,0,,,,115,2.23,0,,
7/15/86,78,57,61,0,,,,129,2.21,2,Cu,
7/14/86,75,55,58,0,,,,342,3.6,0,,
7/13/86,67,58,59,0.52,,,,35,3.09,8,Ns,
7/12/86,65,57,58,0.89,,,,129,4.68,8,Ns,rain
7/11/86,74,56,59,T,,,,133,4.79,1,Ci,
7/10/86,75,53,59,0,,,,22,2.41,0,,
7/9/86,76,57,59,0,,,,340,4.28,1,Cu,
7/8/86,79,60,65,0.02,,,,1,3.33,0,,
7/7/86,81,61,64,0,,,,282,3.73,7,Cs,
7/6/86,80,69,79,0,,,,277,4.59,7,Cs,
7/5/86,89,61,68,0.96,,,,248,3.43,8,Ns,rain
7/4/86,77,52,63,0.16,,,,253,4.42,7,Cu,
7/3/86,70,48,53,0,,,,311,3.95,0,,
7/2/86,69,53,60,0.02,,,,345,5.34,2,Cu,
7/1/86,74,49,53,0.01,,,,160,2.7,7,Ci,
6/30/86,71,49,54,0,,,,59,3.09,3,As,
6/29/86,71,54,59,0,,,,333,4.96,3,Cu,
6/28/86,77,57,58,T,,,,287,3.74,9,,
6/27/86,74,62,66,0.41,,,,292,3.95,8,Ns,
6/26/86,78,51,62,0.03,,,,256,5.69,6,Cu,
6/25/86,68,44,51,0.01,,,,283,3.32,0,,
6/24/86,61,49,50,0.02,,,,351,6.26,8,Sc,
6/23/86,77,55,64,0.2,,,,290,4.79,0,,
6/22/86,77,58,68,0.07,,,,274,4.76,8,Ac,
6/21/86,82,50,58,0,,,,182,3.3,8,Cu,
6/20/86,71,50,52,0,,,,111,3.89,1,Ci,
6/19/86,78,50,57,0.11,,,,338,3.69,8,Ns,
6/18/86,74,43,51,0,,,,288,3.13,0,,
6/17/86,65,44,50,0,,,,321,4.53,0,,
6/16/86,69,59,68,T,,,,320,7.57,8,Ns,
6/15/86,72,49,60,0,,,,206,2.8,0,,
6/14/86,70,47,61,0,,,,280,4.06,2,Ci,
6/13/86,67,50,55,0,,,,313,4.74,0,,
6/12/86,57,53,54,2.22,,,,65,4.06,8,Ns,rain
6/11/86,58,56,57,0.31,,,,124,5.51,8,Ns,
6/10/86,76,49,56,0.35,,,,174,3.35,0,,
6/9/86,77,49,53,0,,,,24,2.85,3,Ci,
6/8/86,66,55,57,0,,,,326,5.29,0,,
6/7/86,72,49,63,0.05,,,,190,3.02,6,Sc,
6/6/86,71,46,52,0,,,,121,4.27,1,Ci,
6/5/86,66,52,53,0.02,,,,104,4.14,8,Sc,
6/4/86,74,50,65,0.01,,,,303,5.22,3,Cu,
6/3/86,73,47,50,0,,,,249,4.32,2,As,
6/2/86,62,43,47,0,,,,81,3.06,0,,
6/1/86,55,51,55,0.12,,,,25,4.83,8,Ns,
5/31/86,62,53,54,0,,,,118,4.54,8,Ns,
5/30/86,82,58,61,0,,,,273,3.59,2,Ci,
5/29/86,86,54,58,0,,,,291,4.48,0,,
5/28/86,85,55,61,0,,,,338,2.77,0,,
5/27/86,81,53,57,0,,,,78,2.51,1,Ci,
5/26/86,80,50,58,0,,,,87,2.47,7,Ci,
5/25/86,71,52,54,0,,,,86,2.61,3,Cu,
5/24/86,64,48,55,0,,,,102,2.1,8,Ns,
5/23/86,66,48,48,T,,,,2,3.52,8,Cs,
5/22/86,57,47,47,0.04,,,,100,2.75,8,Sc,
5/21/86,50,45,48,0.27,,,,28,3.4,8,Ns,rain
5/20/86,56,45,48,0.01,,,,47,4.26,8,St,
5/19/86,54,46,47,0,,,,66,3.96,8,St,
5/18/86,61,46,48,0.11,,,,36,4.27,8,Sc,
5/17/86,62,51,55,0.8,,,,13,3.46,8,Cu,
5/16/86,70,48,51,0.3,,,,340,3.69,8,Ns,
5/15/86,72,50,52,0.01,,,,97,3.31,8,Ns,
5/14/86,67,49,53,0.11,,,,128,4.84,8,St,
5/13/86,71,52,56,0,,,,144,4.49,8,Sc,
5/12/86,73,47,52,0,,,,127,5,6,Cu,
5/11/86,72,44,47,0,,,,124,4.06,5,Ci,
5/10/86,68,43,52,0,,,,117,6.58,0,,
5/9/86,63,43,46,0,,,,56,4.05,6,Cu,
5/8/86,61,40,44,0,,,,335,6.41,3,Ci,
5/7/86,60,45,49,0,,,,267,6.83,8,Sc,
5/6/86,82,62,63,0,,,,258,7.61,2,St,
5/5/86,79,49,63,T,,,,249,8.03,7,Cu,
5/4/86,72,34,44,0,,,,303,6.32,7,Cu,
5/3/86,52,30,34,0,,,,341,8.84,0,,frost
5/2/86,43,32,34,0,,,,310,10.68,0,,
5/1/86,53,46,50,0.01,,,,208,3.27,2,Cu,
4/30/86,61,44,49,0.01,,,,265,5.88,8,St,
4/29/86,61,48,48,0,,,,197,5.57,8,Sc,
4/28/86,87,55,60,T,,,,182,5.04,1,Ci,
4/27/86,88,51,73,0,,,,124,5.99,2,Cu,
4/26/86,77,49,51,0.11,,,,83,4.38,7,Cu,
4/25/86,62,49,50,0,,,,213,4.27,8,Sc,
